,Unnamed: 0,Segment,City,State,Postal Code,Region,Category,Sub-Category,Quantity,Discount,Profit,Order Date,Ship Date,Sales,Product Name,geocode,latitude,longitude
46,48,Corporate,Eagan,Minnesota,55122,Central,Office Supplies,Binders,2,0.0,8.2062,2017-11-03,2017-03-13,17.46,Wilson Jones Leather-Like Binders with DublLock Round Rings,"Eagan, Dakota County, Minnesota, United States",44.818173,-93.1659179
47,49,Consumer,Westland,Michigan,48185,Central,Office Supplies,Storage,4,0.0,8.4784,2015-10-20,2015-10-25,211.96,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","Westland, Wayne County, Michigan, United States",42.3238056,-83.4005321
48,50,Consumer,Dover,Delaware,19901,East,Technology,Accessories,3,0.0,4.95,2017-06-20,2017-06-25,45.0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,"Dover, Kent, England, United Kingdom",51.1251275,1.3134228
49,51,Consumer,Dover,Delaware,19901,East,Technology,Phones,2,0.0,6.104,2017-06-20,2017-06-25,21.8,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","Dover, Kent, England, United Kingdom",51.1251275,1.3134228
50,52,Consumer,New Albany,Indiana,47150,Central,Office Supplies,Binders,6,0.0,17.9634,2016-04-18,2016-04-22,38.22,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack","New Albany, Floyd County, Indiana, 47150, United States",38.2856247,-85.8241312
51,53,Consumer,New Albany,Indiana,47150,Central,Office Supplies,Labels,6,0.0,35.3346,2016-04-18,2016-04-22,75.18,Avery 485,"New Albany, Floyd County, Indiana, 47150, United States",38.2856247,-85.8241312
52,54,Consumer,New Albany,Indiana,47150,Central,Furniture,Furnishings,2,0.0,2.9568,2016-04-18,2016-04-22,6.16,Longer-Life Soft White Bulbs,"New Albany, Floyd County, Indiana, 47150, United States",38.2856247,-85.8241312
53,55,Consumer,New Albany,Indiana,47150,Central,Furniture,Chairs,1,0.0,17.0981,2016-04-18,2016-04-22,89.99,"Global Leather Task Chair, Black","New Albany, Floyd County, Indiana, 47150, United States",38.2856247,-85.8241312
54,56,Corporate,New York City,New York,10024,East,Office Supplies,Fasteners,7,0.0,6.2566,2017-11-12,2017-12-17,15.26,Advantus Push Pins,"City of New York, New York, United States",40.7127281,-74.0060152
55,57,Corporate,New York City,New York,10024,East,Technology,Phones,5,0.0,298.6855,2017-11-12,2017-12-17,1029.95,AT&T CL83451 4-Handset Telephone,"City of New York, New York, United States",40.7127281,-74.0060152
56,58,Consumer,Troy,New York,12180,East,Office Supplies,Storage,6,0.0,52.14,2017-06-17,2017-06-18,208.56,Home/Office Personal File Carts,"Troya'nın Arkeolojik Alanı, 17-56, Tevfikiye, Çanakkale Merkez, Çanakkale, Marmara Bölgesi, Türkiye",39.957373950000004,26.238017461011644
57,59,Consumer,Troy,New York,12180,East,Office Supplies,Paper,5,0.0,15.552,2017-06-17,2017-06-18,32.4,Xerox 232,"Troya'nın Arkeolojik Alanı, 17-56, Tevfikiye, Çanakkale Merkez, Çanakkale, Marmara Bölgesi, Türkiye",39.957373950000004,26.238017461011644
58,60,Consumer,Troy,New York,12180,East,Furniture,Chairs,5,0.1,7.098,2017-06-17,2017-06-18,319.41,Novimex Turbo Task Chair,"Troya'nın Arkeolojik Alanı, 17-56, Tevfikiye, Çanakkale Merkez, Çanakkale, Marmara Bölgesi, Türkiye",39.957373950000004,26.238017461011644
59,61,Consumer,Troy,New York,12180,East,Office Supplies,Paper,2,0.0,6.9888,2017-06-17,2017-06-18,14.56,"Array Parchment Paper, Assorted Colors","Troya'nın Arkeolojik Alanı, 17-56, Tevfikiye, Çanakkale Merkez, Çanakkale, Marmara Bölgesi, Türkiye",39.957373950000004,26.238017461011644
60,62,Consumer,Troy,New York,12180,East,Technology,Accessories,2,0.0,3.3,2017-06-17,2017-06-18,30.0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,"Troya'nın Arkeolojik Alanı, 17-56, Tevfikiye, Çanakkale Merkez, Çanakkale, Marmara Bölgesi, Türkiye",39.957373950000004,26.238017461011644
61,63,Consumer,Troy,New York,12180,East,Office Supplies,Binders,4,0.2,16.362,2017-06-17,2017-06-18,48.48,Plastic Binding Combs,"Troya'nın Arkeolojik Alanı, 17-56, Tevfikiye, Çanakkale Merkez, Çanakkale, Marmara Bölgesi, Türkiye",39.957373950000004,26.238017461011644
62,64,Consumer,Troy,New York,12180,East,Office Supplies,Art,1,0.0,0.84,2017-06-17,2017-06-18,1.68,Prang Dustless Chalk Sticks,"Troya'nın Arkeolojik Alanı, 17-56, Tevfikiye, Çanakkale Merkez, Çanakkale, Marmara Bölgesi, Türkiye",39.957373950000004,26.238017461011644
63,65,Consumer,Los Angeles,California,90004,West,Technology,Accessories,2,0.0,6.1512,2016-11-24,2016-11-30,13.98,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack","Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
64,66,Consumer,Los Angeles,California,90004,West,Office Supplies,Binders,6,0.2,9.3612,2016-11-24,2016-11-30,25.824,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""","Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
65,67,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,3,0.0,68.9631,2016-11-24,2016-11-30,146.73,Xerox 1943,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
66,68,Consumer,Los Angeles,California,90004,West,Furniture,Furnishings,4,0.0,22.3328,2016-11-24,2016-11-30,79.76,Luxo Economy Swing Arm Lamp,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
67,69,Home Office,Chicago,Illinois,60610,Central,Furniture,Chairs,5,0.3,-15.2225,2016-04-30,2016-05-05,213.115,"Global Value Mid-Back Manager's Chair, Gray","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
68,70,Corporate,Gilbert,Arizona,85234,West,Office Supplies,Art,8,0.2,111.3024,2015-05-12,2015-10-12,1113.024,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige","Gilbert, Maricopa County, Arizona, United States",33.3527632,-111.7890373
69,71,Corporate,Gilbert,Arizona,85234,West,Technology,Phones,4,0.2,62.988,2015-05-12,2015-10-12,167.968,netTALK DUO VoIP Telephone Service,"Gilbert, Maricopa County, Arizona, United States",33.3527632,-111.7890373
70,72,Consumer,Springfield,Virginia,22153,South,Office Supplies,Paper,2,0.0,35.6636,2017-04-06,2017-06-06,75.88,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
71,73,Consumer,New York City,New York,10009,East,Office Supplies,Binders,1,0.2,1.731,2017-09-18,2017-09-23,4.616,Avery Binding System Hidden Tab Executive Style Index Sets,"City of New York, New York, United States",40.7127281,-74.0060152
72,74,Consumer,Jackson,Michigan,49201,Central,Office Supplies,Paper,3,0.0,8.763,2018-09-14,2018-09-17,19.05,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""","Jackson, Hinds County, Mississippi, United States",32.3086744,-90.1983063
73,75,Consumer,Memphis,Tennessee,38109,South,Furniture,Chairs,8,0.2,-114.3912,2016-04-26,2016-02-05,831.936,High-Back Leather Manager's Chair,"Memphis, Shelby County, West Tennessee, Tennessee, United States",35.1335022,-89.9668758
74,76,Consumer,Memphis,Tennessee,38109,South,Furniture,Furnishings,2,0.2,1.213,2016-04-26,2016-02-05,97.04,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","Memphis, Shelby County, West Tennessee, Tennessee, United States",35.1335022,-89.9668758
75,77,Consumer,Memphis,Tennessee,38109,South,Office Supplies,Storage,1,0.2,-18.196,2016-04-26,2016-02-05,72.784,Safco Industrial Wire Shelving System,"Memphis, Shelby County, West Tennessee, Tennessee, United States",35.1335022,-89.9668758
76,78,Corporate,Houston,Texas,77041,Central,Office Supplies,Binders,3,0.8,-1.9344,2018-09-12,2018-11-12,1.248,Economy Binders,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
77,79,Corporate,Houston,Texas,77041,Central,Furniture,Furnishings,3,0.6,-5.8248,2018-09-12,2018-11-12,9.708,"6"" Cubicle Wall Clock, Black","Houston, Harris County, Texas, United States",29.7589382,-95.3676974
78,80,Corporate,Houston,Texas,77041,Central,Office Supplies,Storage,3,0.2,2.724,2018-09-12,2018-11-12,27.24,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","Houston, Harris County, Texas, United States",29.7589382,-95.3676974
79,81,Consumer,Houston,Texas,77070,Central,Furniture,Furnishings,5,0.6,-14.475,2015-11-26,2015-01-12,19.3,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","Houston, Harris County, Texas, United States",29.7589382,-95.3676974
80,82,Corporate,Decatur,Alabama,35601,South,Office Supplies,Appliances,1,0.0,56.2032,2017-12-06,2017-06-15,208.16,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators","Decatur, Macon County, Illinois, United States",39.8454163,-88.9524151
81,83,Corporate,Decatur,Alabama,35601,South,Office Supplies,Binders,3,0.0,8.0352,2017-12-06,2017-06-15,16.74,Avery Heavy-Duty EZD  Binder With Locking Rings,"Decatur, Macon County, Illinois, United States",39.8454163,-88.9524151
82,84,Consumer,San Francisco,California,94122,West,Office Supplies,Art,5,0.0,4.172,2015-12-10,2015-10-16,14.9,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind","San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
83,85,Consumer,San Francisco,California,94122,West,Office Supplies,Storage,1,0.0,6.2031,2015-12-10,2015-10-16,21.39,"Sortfiler Multipurpose Personal File Organizer, Black","San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
84,86,Corporate,Durham,North Carolina,27707,South,Office Supplies,Envelopes,7,0.2,62.8075,2016-03-09,2016-08-09,200.984,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,"Durham, Durham County, North Carolina, United States",35.996653,-78.9018053
85,87,Home Office,Chicago,Illinois,60623,Central,Office Supplies,Storage,3,0.2,-48.9549,2018-11-13,2018-11-16,230.376,Safco Industrial Wire Shelving,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
86,88,Consumer,Columbia,South Carolina,29203,South,Furniture,Chairs,2,0.0,33.2156,2018-05-28,2018-05-30,301.96,Novimex Swivel Fabric Task Chair,Colombia,4.099917,-72.9088133
87,89,Consumer,Rochester,Minnesota,55901,Central,Technology,Accessories,1,0.0,6.7966,2018-10-26,2018-02-11,19.99,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,"City of Rochester, Monroe County, New York, United States",43.157285,-77.615214
88,90,Consumer,Rochester,Minnesota,55901,Central,Office Supplies,Labels,2,0.0,2.9568,2018-10-26,2018-02-11,6.16,Avery 511,"City of Rochester, Monroe County, New York, United States",43.157285,-77.615214
89,91,Home Office,Houston,Texas,77095,Central,Office Supplies,Storage,7,0.2,13.8572,2017-05-04,2017-10-04,158.368,Eldon Portable Mobile Manager,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
90,92,Corporate,Los Angeles,California,90036,West,Office Supplies,Art,3,0.0,6.633,2017-09-17,2017-09-22,20.1,Turquoise Lead Holder with Pocket Clip,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
91,93,Corporate,Los Angeles,California,90036,West,Technology,Phones,2,0.2,8.2782,2017-09-17,2017-09-22,73.584,Panasonic Kx-TS550,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
92,94,Corporate,Los Angeles,California,90036,West,Office Supplies,Paper,1,0.0,3.1104,2017-09-17,2017-09-22,6.48,Xerox 1995,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
93,95,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,2,0.0,6.2208,2016-01-31,2016-05-02,12.96,Xerox 1999,"Minneapolis, Hennepin County, Minnesota, United States",44.9772995,-93.2654692
94,96,Consumer,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,3,0.0,16.5354,2016-01-31,2016-05-02,53.34,"Seth Thomas 13 1/2"" Wall Clock","Minneapolis, Hennepin County, Minnesota, United States",44.9772995,-93.2654692
95,97,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,2,0.0,16.1504,2016-01-31,2016-05-02,32.96,Ibico Standard Transparent Covers,"Minneapolis, Hennepin County, Minnesota, United States",44.9772995,-93.2654692
96,98,Home Office,Portland,Oregon,97206,West,Office Supplies,Binders,1,0.7,-3.788,2018-06-11,2018-12-11,5.682,Flexible Leather- Look Classic Collection Ring Binder,"Portland, Multnomah County, Oregon, United States",45.5202471,-122.674194
97,99,Home Office,New York City,New York,10009,East,Furniture,Furnishings,7,0.0,40.5426,2018-09-11,2018-11-11,96.53,9-3/4 Diameter Round Wall Clock,"City of New York, New York, United States",40.7127281,-74.0060152
98,100,Consumer,San Francisco,California,94122,West,Office Supplies,Binders,3,0.2,17.9592,2018-06-17,2018-06-20,51.312,Trimflex Flexible Post Binders,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
99,101,Corporate,Saint Paul,Minnesota,55106,Central,Office Supplies,Appliances,6,0.0,22.5852,2017-06-09,2017-11-09,77.88,Fellowes Basic Home/Office Series Surge Protectors,"Saint Paul, Ramsey County, Minnesota, United States",44.9497487,-93.0931028
100,102,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Paper,7,0.2,22.6184,2017-08-29,2017-02-09,64.624,Avery Personal Creations Heavyweight Cards,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
101,103,Home Office,Chicago,Illinois,60610,Central,Technology,Accessories,3,0.2,-10.7973,2017-08-29,2017-02-09,95.976,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
102,104,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Binders,3,0.8,-3.0396,2017-08-29,2017-02-09,1.788,Avery Hidden Tab Dividers for Binding Systems,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
103,105,Consumer,Rochester,Minnesota,55901,Central,Office Supplies,Paper,4,0.0,11.7208,2017-01-12,2017-04-12,23.92,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),"City of Rochester, Monroe County, New York, United States",43.157285,-77.615214
104,106,Consumer,Aurora,Colorado,80013,West,Technology,Accessories,6,0.2,-26.8758,2016-11-13,2016-11-17,238.896,Logitech K350 2.4Ghz Wireless Keyboard,"Aurora, Aurora Township, Kane County, Illinois, United States",41.7571701,-88.3147539
105,107,Consumer,Aurora,Colorado,80013,West,Furniture,Furnishings,3,0.2,-3.8385,2016-11-13,2016-11-17,102.36,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting","Aurora, Aurora Township, Kane County, Illinois, United States",41.7571701,-88.3147539
106,108,Consumer,Aurora,Colorado,80013,West,Office Supplies,Binders,3,0.7,-25.8174,2016-11-13,2016-11-17,36.882,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","Aurora, Aurora Township, Kane County, Illinois, United States",41.7571701,-88.3147539
107,109,Consumer,Charlotte,North Carolina,28205,South,Technology,Accessories,8,0.2,17.6016,2018-11-23,2018-11-28,74.112,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,"Charlotte, Mecklenburg County, North Carolina, United States",35.2272086,-80.8430827
108,110,Consumer,Charlotte,North Carolina,28205,South,Technology,Phones,1,0.2,2.0994,2018-11-23,2018-11-28,27.992,Speck Products Candyshell Flip Case,"Charlotte, Mecklenburg County, North Carolina, United States",35.2272086,-80.8430827
109,111,Consumer,Charlotte,North Carolina,28205,South,Office Supplies,Art,1,0.2,1.0738,2018-11-23,2018-11-28,3.304,Newell Chalk Holder,"Charlotte, Mecklenburg County, North Carolina, United States",35.2272086,-80.8430827
